237	4920	4680	4294939188	29942	1	
238	4860	4740	4294940500	31211	1	
239	4860	4740	4294941815	32488	1	
240	4860	3220984452	4294943128	4294935528	1	
241	4860	4800	4294944442	4294936812	1	
242	4860	4800	4294945755	4294938102	1	
243	4860	4800	4294947068	4294939399	1	
244	4860	4860	4294948381	4294940710	1	
245	4980	4860	4294949713	4294942026	1	
246	4980	4860	4294951055	4294943339	1	
247	4980	4920	4294952406	4294944668	1	
248	5040	4980	4294953761	4294946008	1	
249	5100	5040	4294955131	4294947361	1	
250	5100	5100	4294956512	4294948728	1	
251	5160	5100	4294957904	4294950105	1	
252	5220	5160	4294959306	4294951494	1	
253	5280	5220	4294960722	4294952897	1	
254	5280	5280	4294962147	4294954310	1	
255	5340	5280	4294963582	4294955733	1	
